Phylum,Global
Aphelidiomycota,0.4717868338557994
Ascomycota,48.22452978056426
Basidiomycota,15.957993730407523
Blastocladiomycota,0.40066614420062696
Chytridiomycota,5.226998432601881
Fungi_phy_Incertae_sedis,17.7705329153605
Glomeromycota,1.1694749216300941
Mortierellomycota,2.857014106583072
Mucoromycota,0.4654388714733542
Rozellomycota,5.863753918495298
Zoopagomycota,0.30732758620689654
Others,1.2844827586206897
